"LocationID","LONGITUDE","LATITUDE","dist_closest_straight","dist_closest_map","time_closest_map","comp_time_straight","dist_straight_q20","comp_time_map"
37001020100,-79.4463,36.093222,0.347950132952897,1.1172772,3.03333333333333,0.00099999998928979,23.9122409872649,28.1790000000037
37001020200,-79.420799,36.09327,0.424759161111733,0.4554862,1.18333333333333,0,24.6927915718102,16.304999999993
37001020300,-79.398934,36.098388,0.240340245486785,0.5176262,1.36666666666667,0.00099999998928979,25.1576840484385,15.9340000000084
37001020400,-79.430586,36.114582,0.573908013639248,0.6095934,1.58333333333333,0,24.560456796905,14.9290000000037
37001020501,-79.476588,36.113958,0.892569603050251,1.2347218,4.15,0.00100000001839362,22.5416082621651,14.9190000000235
37001020502,-79.449398,36.111115,0.764252074471656,1.3198536,4.88333333333333,0,23.9093097885497,15.2989999999991
37001020601,-79.48201,36.088531,0.454554261343621,0.7599722,2.45,0,22.388169868307,15.1800000000221
37001020602,-79.461676,36.097635,0.669888763812691,0.9998326,2.5,0,23.152360280243,14.5570000000007
37001020701,-79.481592,36.071156,0.640019168121105,1.0309026,3.61666666666667,0,22.3965659766227,15.2900000000081
37001020702,-79.456837,36.071833,0.802251894085406,0.9762194,4.71666666666667,0,23.5152761847031,14.8709999999846
37001020801,-79.436868,36.055944,0.794942050618911,1.0122606,4.13333333333333,0,23.6862163919504,13.1509999999835
37001020802,-79.42846,36.078822,0.346838299227191,0.3809182,0.533333333333333,0.00100000001839362,24.3002300597605,14.4689999999828
37001020901,-79.414575,36.056031,0.822166122812273,1.3931788,3.98333333333333,0,24.0030900400512,14.8440000000119
37001020902,-79.412021,36.035903,1.29122924458554,1.9027268,4.98333333333333,0,24.3953390023259,15.1559999999881
37001021000,-79.399495,36.0767,0.52424184663389,0.6176716,1.85,0,24.4623712929057,14.887000000017
37001021101,-79.382563,36.067643,1.00727309946842,1.4522118,4.9,0,24.9004812384516,14.9230000000098
37001021102,-79.385445,36.046816,0.838592027954325,1.1079562,4.68333333333333,0,25.250365766561,14.960000000021
37001021201,-79.351954,36.108811,0.363725724536835,0.475371,1.7,0,26.724593149764,15.2799999999988
37001021204,-79.317818,36.042203,1.71333841295812,2.3507562,6.73333333333333,0,28.2686274816519,15.1539999999804
37001021205,-79.283417,36.073409,0.416226158270902,0.5735522,3.81666666666667,0,29.3851445535463,15.1289999999863
37001021206,-79.298504,36.083912,0.806884665474131,1.0731578,3.6,0.00099999998928979,28.6731752150607,14.5810000000056
37001021207,-79.28011,36.104243,0.75287117029876,1.109199,4.11666666666667,0,29.7227623835886,14.9510000000009
37001021300,-79.3053,36.175589,5.07135387229347,5.96544,10.1833333333333,0,29.991850271512,15.0299999999988
37001021400,-79.410392,36.169268,3.98681417484088,4.9419942,7.76666666666667,0.00100000001839362,26.2906074286948,14.9280000000144
37001021500,-79.479579,36.186482,5.51426530273748,6.7477826,11.7333333333333,0.00099999998928979,23.6067203013835,14.8410000000149
37001021600,-79.50986,36.122169,1.35404529451369,1.388829,3.01666666666667,0,21.3252052974749,13.3269999999902
37001021701,-79.527965,36.093606,1.08400061336694,1.2191868,3.73333333333333,0,20.1188677287563,14.4769999999844
37001021702,-79.507516,36.0939,0.584686725284897,0.655577,2.13333333333333,0.00100000001839362,21.2490201601224,14.8910000000033
37001021703,-79.514522,36.064029,0.329566096316264,0.9159436,4.05,0,21.5342795232299,14.4569999999949
37001021801,-79.490297,35.996193,4.9490820448733,5.8492382,12,0,22.6761022581571,15.4979999999923
37001021802,-79.445459,35.948994,7.53235281108208,8.9680448,14.0333333333333,0,23.6341235463783,14.4830000000075
37001021803,-79.484161,35.884612,4.86366572918424,5.3496326,8.91666666666667,0,23.6387846328402,15.814000000013
37001021901,-79.387069,35.988884,4.38690767544098,4.9767926,9.06666666666667,0,25.6218147343594,14.7359999999753
37001021902,-79.333918,35.896669,10.0659043545091,13.2861534,20.1,0,29.1577076046517,15.2669999999925
37001022001,-79.338527,36.001554,4.73750142678454,6.2164856,11.5,0,28.0602729673488,15.0370000000112
37001022002,-79.294362,35.987451,5.16028618915719,6.8844906,11.1666666666667,0,30.4582722060179,15.3159999999916
37033930100,-79.204732,36.507614,10.7972695551627,13.1314248,17.6833333333333,0.00099999998928979,45.2490807699967,25.9210000000021
37033930200,-79.342611,36.422872,0.61402040571339,0.9712482,3.66666666666667,0,37.5002178950817,15.7490000000107
37033930300,-79.438232,36.509447,8.12753595023783,11.825242,15.2166666666667,0,38.3429584975691,15.1760000000068
37033930400,-79.464248,36.411126,6.44290033665541,8.5572994,13.0166666666667,0,32.3599827285017,16.6520000000019
37033930500,-79.467072,36.292253,5.01708667504635,6.099041,7.96666666666667,0,27.3538158642253,14.9130000000005
37033930600,-79.25816,36.315532,8.51839106650543,11.4859576,15.4333333333333,0,35.4962243564798,14.6350000000093
37123960100,-79.78066,35.380765,1.44164068550997,1.5740062,3.36666666666667,0,40.3991672424477,22.5450000000128
37123960200,-79.893045,35.380595,1.51760092807451,1.9176404,5.58333333333333,0,37.5046144910022,15.9400000000023
37123960300,-80.061214,35.419635,7.34352706382759,15.7624324,26.2833333333333,0,31.8759032573619,25.3090000000084
37123960401,-80.005835,35.209677,0.450169242910346,0.534404,1.58333333333333,0.00099999998928979,40.4521605020753,17.7690000000002
37123960402,-80.016753,35.265212,3.0407672918934,4.4001334,6.33333333333333,0.00099999998928979,37.8066842806549,20.1359999999986
37123960500,-79.757131,35.260151,2.35768218508221,2.7795222,4.93333333333333,0,47.61568984502,15.622000000003
